host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
153664491,Queens,Elmhurst,Entire home/apt,85,2,1,0.05,1,0
19541889,Manhattan,Upper West Side,Entire home/apt,253,3,1,0.05,1,0
41306788,Manhattan,Upper East Side,Entire home/apt,275,3,1,0.05,1,0
22004774,Manhattan,Chelsea,Private room,110,2,2,0.1,1,0
8150446,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,73,31,1,0.06,1,32
56197328,Manhattan,Morningside Heights,Entire home/apt,573,3,1,0.11,2,0
1819910,Manhattan,Upper East Side,Entire home/apt,170,2,51,2.44,1,33
2082420,Queens,Ridgewood,Entire home/apt,135,5,36,1.78,1,325
153735730,Manhattan,Gramercy,Entire home/apt,1100,30,34,1.94,2,333
123320165,Manhattan,East Harlem,Entire home/apt,120,5,20,1.04,1,341
1189195,Brooklyn,Williamsburg,Entire home/apt,195,3,4,0.22,1,0
153180105,Staten Island,Lighthouse Hill,Entire home/apt,115,2,29,1.41,1,71
45697749,Brooklyn,Bedford-Stuyvesant,Private room,70,2,10,0.48,2,0
153735730,Manhattan,Gramercy,Entire home/apt,766,30,13,0.66,2,352
44295724,Manhattan,Harlem,Entire home/apt,200,3,25,1.8,1,0
20408271,Brooklyn,Red Hook,Entire home/apt,150,1,2,0.11,2,0
16977462,Manhattan,Upper West Side,Private room,125,5,38,1.8,1,54
7784696,Queens,Ridgewood,Entire home/apt,75,3,9,0.45,1,0
67226812,Brooklyn,Bedford-Stuyvesant,Entire home/apt,95,1,89,4.43,1,0
14552154,Manhattan,Midtown,Private room,140,2,76,3.73,4,148
145825873,Manhattan,Harlem,Entire home/apt,83,30,6,0.46,4,86
14552154,Manhattan,Midtown,Private room,135,2,84,4.03,4,103
14552154,Manhattan,Midtown,Private room,231,2,12,0.65,4,165
20583151,Brooklyn,Bushwick,Private room,95,1,1,0.59,1,89
11571496,Brooklyn,Bushwick,Entire home/apt,84,2,115,5.92,2,6
8857758,Queens,Maspeth,Entire home/apt,89,3,27,1.28,2,143
59262205,Brooklyn,Bedford-Stuyvesant,Private room,55,1,40,2.15,3,146
19985344,Manhattan,Upper East Side,Entire home/apt,155,2,22,1.04,1,7
153826581,Bronx,Morris Heights,Private room,77,2,36,1.81,1,5
1272997,Brooklyn,Greenpoint,Private room,52,2,68,3.25,1,9
31120110,Manhattan,Washington Heights,Entire home/apt,95,5,3,0.15,1,0
5664549,Manhattan,Greenwich Village,Entire home/apt,250,4,4,0.3,1,43
133146682,Brooklyn,Williamsburg,Shared room,45,1,2,0.09,1,0
68557372,Manhattan,Harlem,Private room,75,1,60,3.25,2,182
51200621,Brooklyn,Bushwick,Entire home/apt,100,3,3,0.14,1,0
153886003,Queens,Maspeth,Entire home/apt,100,1,94,4.73,1,154
148787736,Brooklyn,Gowanus,Entire home/apt,130,1,10,0.52,2,46
19424541,Manhattan,Upper East Side,Entire home/apt,840,4,2,0.31,2,24
46343506,Manhattan,Financial District,Private room,250,3,1,0.09,1,365
25265179,Manhattan,Nolita,Entire home/apt,250,1,9,0.75,1,0
33294012,Manhattan,Battery Park City,Entire home/apt,300,2,1,0.05,1,0
4976240,Manhattan,Murray Hill,Entire home/apt,100,7,26,1.57,1,2
153921305,Brooklyn,Sunset Park,Entire home/apt,120,2,54,2.59,1,90
153927396,Queens,Bellerose,Private room,55,1,28,1.32,1,359
145825873,Manhattan,Harlem,Private room,160,3,10,0.52,4,236
127450357,Brooklyn,Crown Heights,Private room,85,1,16,0.77,1,0
108605013,Brooklyn,Greenpoint,Entire home/apt,100,20,2,0.1,1,24
152622375,Brooklyn,East New York,Entire home/apt,85,2,3,0.15,2,151
14103991,Queens,Flushing,Private room,40,2,29,1.4,4,314
38664335,Brooklyn,East Flatbush,Entire home/apt,150,1,6,3.75,1,44
56537951,Manhattan,Harlem,Entire home/apt,230,2,2,0.1,1,0
128372045,Brooklyn,Flatbush,Private room,40,2,9,0.43,1,71
970375,Manhattan,Greenwich Village,Entire home/apt,130,3,43,2.06,1,7
47735494,Queens,Rego Park,Private room,50,1,15,0.71,4,0
1662707,Brooklyn,Prospect Heights,Entire home/apt,75,14,1,0.05,1,0
25414207,Queens,Ridgewood,Private room,43,1,76,3.63,2,119
16727881,Queens,Ditmars Steinway,Private room,40,2,1,0.12,1,363
153988027,Queens,Woodside,Entire home/apt,255,4,42,3.09,1,285
15310048,Brooklyn,East Flatbush,Private room,38,60,9,0.45,2,199
117385673,Manhattan,East Village,Private room,105,3,1,0.05,2,0
8345378,Brooklyn,Bedford-Stuyvesant,Private room,130,2,20,1.08,1,64
23722110,Brooklyn,Williamsburg,Entire home/apt,350,7,29,1.45,1,284
154037433,Queens,Jamaica,Private room,35,1,65,3.2,3,52
33036193,Manhattan,East Village,Private room,120,10,31,1.68,2,17
154037433,Queens,Jamaica,Private room,68,1,14,1.23,3,13
5791944,Manhattan,Harlem,Private room,55,2,1,0.05,1,0
29236921,Brooklyn,Bushwick,Private room,49,2,16,0.76,1,0
101970559,Brooklyn,Bushwick,Shared room,0,30,2,0.11,6,333
50455642,Brooklyn,Williamsburg,Private room,55,2,135,6.62,1,30
21210879,Brooklyn,Crown Heights,Entire home/apt,298,3,24,1.17,1,265
17706542,Brooklyn,Bushwick,Shared room,29,30,2,0.1,6,324
30706232,Queens,Astoria,Private room,40,1,2,0.09,1,0
10994839,Manhattan,Lower East Side,Private room,150,2,32,1.58,1,76
154088360,Queens,Long Island City,Entire home/apt,298,4,72,3.44,2,187
25178532,Manhattan,Upper West Side,Entire home/apt,250,7,1,0.06,1,0
122920689,Brooklyn,East Flatbush,Private room,43,4,1,0.06,1,312
137389534,Brooklyn,Bedford-Stuyvesant,Entire home/apt,265,4,16,0.77,1,144
76021267,Brooklyn,Crown Heights,Private room,60,7,10,0.48,1,126
38681422,Brooklyn,Williamsburg,Entire home/apt,400,1,2,0.1,1,0
48626585,Brooklyn,Fort Greene,Entire home/apt,235,5,5,0.25,1,0
49614264,Brooklyn,East New York,Private room,52,2,3,0.15,1,89
15357689,Manhattan,Upper West Side,Entire home/apt,250,3,4,0.21,1,3
3023513,Queens,Long Island City,Entire home/apt,130,3,2,0.1,1,0
110081618,Manhattan,Hell's Kitchen,Private room,150,1,146,7.19,2,60
154128335,Queens,Jamaica,Private room,50,2,49,2.37,4,108
60758194,Brooklyn,Canarsie,Entire home/apt,160,2,1,0.14,1,191
130667097,Brooklyn,Williamsburg,Entire home/apt,300,1,1,0.26,2,347
44439712,Manhattan,East Harlem,Private room,70,4,23,1.2,1,80
101970559,Brooklyn,Bushwick,Shared room,0,30,5,0.26,6,139
1710317,Manhattan,Hell's Kitchen,Entire home/apt,200,1,107,5.17,1,200
510745,Brooklyn,Williamsburg,Private room,80,2,1,0.05,2,0
148237535,Brooklyn,Canarsie,Private room,80,3,1,0.05,4,364
100354001,Queens,Rosedale,Entire home/apt,65,1,76,3.64,1,65
145543998,Brooklyn,Crown Heights,Private room,60,10,2,0.1,1,0
154206608,Brooklyn,East Flatbush,Entire home/apt,400,1,50,2.77,1,329
12404709,Manhattan,East Village,Private room,100,2,55,3.06,2,25
51547093,Manhattan,Lower East Side,Shared room,68,1,5,0.24,2,0
146933726,Brooklyn,Crown Heights,Entire home/apt,120,1,49,2.4,1,276
154217970,Manhattan,Theater District,Private room,80,3,88,5.42,1,137
33776141,Manhattan,Kips Bay,Private room,100,2,1,0.05,1,0
148237535,Brooklyn,Canarsie,Private room,80,3,1,0.05,4,364
154201505,Brooklyn,Bedford-Stuyvesant,Entire home/apt,92,30,21,1.01,2,35
154232402,Brooklyn,Bedford-Stuyvesant,Entire home/apt,185,3,19,1.03,1,363
154239561,Brooklyn,Williamsburg,Entire home/apt,200,2,45,2.16,2,268
5644804,Manhattan,Upper West Side,Entire home/apt,300,2,31,1.57,1,99
52950465,Manhattan,Hell's Kitchen,Entire home/apt,99,30,12,0.57,12,251
154220885,Queens,Ridgewood,Private room,50,1,90,4.31,2,178
52950465,Manhattan,Hell's Kitchen,Entire home/apt,115,30,2,0.1,12,341
134184451,Queens,Jamaica,Private room,135,1,1,0.05,18,365
134184451,Queens,Briarwood,Private room,165,1,2,0.09,18,355
134184451,Queens,Briarwood,Private room,135,1,3,0.15,18,319
130768576,Queens,Ditmars Steinway,Private room,50,1,77,3.66,1,145
15356710,Brooklyn,Brighton Beach,Private room,40,31,1,0.23,1,342
115497723,Manhattan,Gramercy,Entire home/apt,540,2,53,4.43,1,215
1566510,Manhattan,Lower East Side,Private room,85,1,77,3.68,2,0
10500831,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,4,42,2.01,1,91
30426158,Manhattan,Upper West Side,Entire home/apt,150,4,2,0.1,2,0
18381155,Manhattan,East Village,Private room,90,4,3,0.17,1,0
154266431,Manhattan,East Village,Private room,121,3,51,2.42,3,0
154238443,Bronx,Belmont,Private room,29,3,9,0.43,2,322
55724558,Queens,Long Island City,Shared room,40,4,22,1.04,5,90
2108760,Queens,Long Island City,Entire home/apt,115,1,21,1.0,1,0
126346950,Manhattan,East Village,Entire home/apt,250,1,1,0.05,1,0
154330006,Bronx,Kingsbridge,Entire home/apt,149,3,37,1.9,1,146
154339771,Brooklyn,Williamsburg,Private room,50,2,10,0.5,1,0
1892493,Brooklyn,Crown Heights,Entire home/apt,85,1,1,0.08,2,99
145967,Brooklyn,Flatbush,Entire home/apt,100,3,1,0.05,1,0
154362702,Brooklyn,Cobble Hill,Entire home/apt,200,3,32,1.52,1,36
12337318,Manhattan,Harlem,Entire home/apt,200,2,38,1.89,2,101
150565606,Queens,Ditmars Steinway,Entire home/apt,70,1,64,3.18,2,113
154220885,Queens,Ridgewood,Private room,55,1,72,3.52,2,171
154363317,Queens,St. Albans,Entire home/apt,250,2,25,1.39,1,204
154375347,Manhattan,Kips Bay,Private room,75,4,1,0.05,1,0
75059797,Queens,Flushing,Private room,40,3,3,3.0,1,66
75812000,Manhattan,Washington Heights,Private room,50,4,4,0.2,1,0
32446721,Queens,Corona,Shared room,37,1,6,0.33,6,361
536745,Brooklyn,Williamsburg,Private room,90,2,5,0.24,3,310
1257048,Brooklyn,Bushwick,Entire home/apt,150,3,54,2.6,1,59
150970705,Brooklyn,Williamsburg,Entire home/apt,140,2,11,0.55,1,214
55724558,Queens,Long Island City,Shared room,48,2,21,1.02,5,90
145687876,Queens,Forest Hills,Entire home/apt,80,3,1,0.05,1,0
27960761,Manhattan,Greenwich Village,Private room,125,3,7,0.38,3,63
4285729,Manhattan,Chinatown,Entire home/apt,188,3,6,0.44,1,364
87397826,Queens,Long Island City,Private room,130,7,1,0.06,2,34
34867672,Manhattan,East Harlem,Entire home/apt,100,30,22,1.05,1,0
37818693,Manhattan,Hell's Kitchen,Entire home/apt,249,31,9,0.51,1,137
154506785,Brooklyn,Williamsburg,Entire home/apt,345,1,75,3.64,3,243
78007526,Manhattan,Greenwich Village,Private room,130,1,43,2.04,1,145
93469679,Manhattan,East Harlem,Private room,90,2,40,1.92,1,9
21410583,Manhattan,Hell's Kitchen,Private room,160,3,77,3.77,1,88
6317895,Brooklyn,Park Slope,Entire home/apt,125,4,1,0.05,1,0
32941922,Brooklyn,Bushwick,Entire home/apt,200,2,2,0.1,1,0
154576996,Queens,Flushing,Private room,200,1,8,0.41,1,365
11743513,Brooklyn,Brooklyn Heights,Private room,90,1,87,4.29,1,108
18270371,Manhattan,Gramercy,Entire home/apt,148,4,10,0.52,1,0
71725161,Brooklyn,Sunset Park,Entire home/apt,99,4,79,3.97,2,137
154506785,Brooklyn,Williamsburg,Entire home/apt,148,1,72,3.63,3,272
154506785,Brooklyn,Williamsburg,Entire home/apt,585,1,27,2.01,3,229
146000975,Queens,Woodside,Entire home/apt,120,1,161,7.72,1,287
9439324,Brooklyn,Bushwick,Private room,36,1,8,0.43,3,0
123483050,Queens,Elmhurst,Private room,100,1,73,3.47,3,165
111969257,Brooklyn,Williamsburg,Private room,200,5,23,1.18,3,42
111969257,Brooklyn,Williamsburg,Private room,90,4,3,0.15,3,0
110965771,Queens,Flushing,Private room,80,2,36,1.76,7,122
131476068,Queens,Richmond Hill,Private room,83,2,16,0.77,2,42
24210901,Brooklyn,Flatbush,Entire home/apt,71,2,14,0.67,1,0
17261462,Manhattan,East Village,Entire home/apt,140,4,3,0.14,1,0
45534132,Brooklyn,Brooklyn Heights,Entire home/apt,180,2,1,0.05,1,0
103850896,Brooklyn,Williamsburg,Private room,65,2,24,1.18,2,53
1282611,Brooklyn,Bedford-Stuyvesant,Entire home/apt,69,4,7,0.37,1,5
8480056,Manhattan,SoHo,Entire home/apt,170,2,17,0.84,1,6
32527579,Brooklyn,Williamsburg,Private room,70,4,8,0.44,1,0
14482375,Brooklyn,Greenpoint,Private room,150,4,5,0.24,3,0
154700793,Queens,Queens Village,Entire home/apt,67,3,93,4.46,1,134
154705359,Queens,Jamaica,Entire home/apt,96,1,259,12.99,1,307
66960766,Manhattan,Gramercy,Private room,57,3,75,3.73,1,242
154238443,Bronx,Belmont,Private room,29,4,5,0.25,2,360
154714898,Manhattan,Upper West Side,Entire home/apt,350,5,31,1.54,1,166
46332983,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,2,26,1.82,1,22
154042156,Brooklyn,Prospect-Lefferts Gardens,Private room,100,2,24,1.14,3,358
49164956,Brooklyn,Bedford-Stuyvesant,Entire home/apt,190,5,59,2.86,5,24
120574445,Brooklyn,Boerum Hill,Entire home/apt,200,3,45,2.29,1,3
154042156,Brooklyn,Prospect-Lefferts Gardens,Private room,70,2,32,1.53,3,358
12446529,Bronx,Soundview,Private room,49,2,25,1.32,2,184
154042156,Brooklyn,Prospect-Lefferts Gardens,Private room,70,2,58,2.8,3,60
1478269,Brooklyn,Bedford-Stuyvesant,Private room,70,2,7,0.36,2,49
138359650,Manhattan,East Harlem,Entire home/apt,237,3,45,2.18,1,89
10545382,Brooklyn,Williamsburg,Private room,129,1,66,3.32,2,84
36824919,Manhattan,Upper West Side,Private room,72,3,1,0.05,1,0
15412884,Brooklyn,Boerum Hill,Entire home/apt,800,7,2,0.11,1,246
15103996,Brooklyn,South Slope,Entire home/apt,130,6,4,0.22,1,5
120762452,Manhattan,Murray Hill,Entire home/apt,175,30,2,0.11,50,365
154828245,Staten Island,New Springville,Entire home/apt,58,1,87,4.18,1,0
64327344,Manhattan,Upper East Side,Entire home/apt,115,3,38,1.81,1,0
55527442,Manhattan,Murray Hill,Private room,577,2,1,0.1,3,293
61696564,Manhattan,Greenwich Village,Private room,104,31,1,0.05,2,0
11822196,Manhattan,Gramercy,Shared room,49,1,76,3.64,2,0
154848269,Queens,Queens Village,Private room,35,3,8,0.61,1,38
2245915,Brooklyn,Gowanus,Private room,85,3,2,0.15,1,0
37333386,Manhattan,Hell's Kitchen,Private room,91,1,32,1.59,3,181
50760404,Brooklyn,Crown Heights,Private room,80,1,108,5.18,2,0
37333386,Manhattan,Hell's Kitchen,Entire home/apt,200,3,41,1.97,3,181
50760404,Brooklyn,Crown Heights,Private room,80,1,98,4.75,2,0
3730706,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,5,10,0.49,1,0
55724558,Queens,Long Island City,Shared room,45,5,16,0.77,5,88
154886441,Manhattan,Financial District,Private room,96,4,4,0.19,1,0
10546345,Brooklyn,Bedford-Stuyvesant,Entire home/apt,180,4,31,1.47,1,339
4563377,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,5,5,0.27,1,0
32014256,Brooklyn,Crown Heights,Entire home/apt,129,1,79,3.88,1,144
154629695,Queens,Astoria,Private room,60,1,66,3.29,1,19
118421882,Manhattan,Chinatown,Private room,95,1,132,6.45,1,27
154128335,Queens,Jamaica,Private room,48,1,49,2.4,4,255
154256662,Queens,Astoria,Entire home/apt,250,3,1,0.05,1,180
83093714,Manhattan,Harlem,Private room,300,1,1,0.05,1,0
123511218,Brooklyn,Bedford-Stuyvesant,Private room,44,2,3,0.14,1,0
142625186,Brooklyn,Bushwick,Private room,75,1,27,1.32,2,0
2762154,Brooklyn,Sunset Park,Entire home/apt,88,14,1,0.05,1,0
26765262,Brooklyn,Gowanus,Entire home/apt,125,3,70,3.38,1,99
118697704,Queens,Middle Village,Entire home/apt,250,2,4,0.19,1,364
55858529,Brooklyn,Bedford-Stuyvesant,Private room,44,2,96,4.66,3,7
8715723,Manhattan,Harlem,Private room,174,1,111,5.37,5,244
22924270,Manhattan,Upper East Side,Entire home/apt,199,3,1,0.05,1,17
46716542,Brooklyn,Williamsburg,Private room,128,1,1,0.05,1,144
145242566,Manhattan,Harlem,Private room,30,3,86,4.32,2,0
205055,Brooklyn,Williamsburg,Entire home/apt,150,2,3,0.15,1,0
154984900,Queens,Woodside,Private room,65,1,133,8.87,1,7
29883522,Manhattan,Washington Heights,Private room,50,3,1,0.05,1,0
154985306,Bronx,University Heights,Entire home/apt,175,2,68,3.34,1,89
24052348,Manhattan,East Village,Private room,86,6,5,0.25,4,0
907037,Manhattan,Little Italy,Private room,325,2,5,0.26,1,0
2714509,Manhattan,Upper East Side,Entire home/apt,95,2,58,2.96,1,0
11167829,Manhattan,Harlem,Private room,50,4,3,0.14,3,0
50086945,Manhattan,Lower East Side,Entire home/apt,250,7,7,0.37,1,0
4058709,Brooklyn,Park Slope,Entire home/apt,165,6,5,0.25,2,73
24393270,Manhattan,Upper West Side,Entire home/apt,150,5,1,0.05,1,0
1016005,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,1,17,0.92,1,158
96346005,Manhattan,Upper West Side,Private room,156,3,86,4.11,3,68
155031529,Queens,Long Island City,Entire home/apt,110,20,2,0.1,1,0
6563906,Brooklyn,Williamsburg,Private room,70,1,8,0.41,1,0
96664487,Brooklyn,Bushwick,Entire home/apt,154,3,26,1.41,3,341
7658248,Manhattan,Harlem,Private room,85,2,76,3.68,2,0
22875538,Brooklyn,Bushwick,Entire home/apt,299,2,8,0.63,2,0
77750223,Bronx,Clason Point,Private room,40,3,5,0.46,2,365
7658248,Manhattan,Harlem,Private room,85,2,78,3.77,2,0
59346339,Manhattan,East Harlem,Entire home/apt,127,2,3,0.15,1,0
154696585,Bronx,Kingsbridge,Private room,80,3,1,0.05,1,0
154842298,Manhattan,East Village,Entire home/apt,195,3,2,0.11,1,0
145242566,Manhattan,Harlem,Shared room,25,3,61,2.99,2,7
15520066,Queens,Ridgewood,Private room,35,3,1,0.05,1,0
27636450,Manhattan,NoHo,Entire home/apt,250,2,2,0.1,2,0
154306881,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,120,3,2,0.1,1,0
155148052,Manhattan,Upper East Side,Entire home/apt,139,2,45,2.18,1,14
35662919,Brooklyn,Williamsburg,Private room,100,2,1,0.05,1,0
22223682,Manhattan,Upper West Side,Private room,150,300,2,0.1,1,365
117365574,Manhattan,Chelsea,Private room,82,1,97,4.69,5,309
155171571,Bronx,Mott Haven,Entire home/apt,125,3,32,1.59,1,6
42784981,Manhattan,Midtown,Entire home/apt,350,2,1,0.05,1,0
155182192,Manhattan,Hell's Kitchen,Private room,40,1,108,5.21,1,65
25036260,Brooklyn,Bushwick,Private room,80,1,34,2.07,3,207
155200301,Brooklyn,Bedford-Stuyvesant,Private room,40,18,1,0.05,2,0
3711407,Queens,Long Island City,Entire home/apt,85,2,14,0.68,1,0
143555138,Manhattan,Hell's Kitchen,Entire home/apt,185,1,85,4.08,1,172
155255550,Manhattan,East Village,Entire home/apt,215,1,126,6.12,1,234
106766048,Queens,Jackson Heights,Private room,45,3,12,1.67,1,0
144195040,Brooklyn,Crown Heights,Entire home/apt,150,1,29,1.41,1,135
153524812,Queens,Astoria,Private room,65,1,114,5.46,1,319
10391716,Manhattan,East Village,Entire home/apt,190,4,68,3.34,1,41
6105242,Manhattan,East Harlem,Private room,60,14,1,0.16,1,55
6388732,Manhattan,Lower East Side,Entire home/apt,175,2,16,0.77,1,2
4414774,Brooklyn,Crown Heights,Shared room,60,2,13,0.64,1,0
683457,Manhattan,East Village,Entire home/apt,250,3,1,0.05,1,0
154949847,Manhattan,Hell's Kitchen,Entire home/apt,288,3,66,3.42,2,300
109909474,Brooklyn,Clinton Hill,Entire home/apt,100,1,93,4.67,1,65
155318905,Manhattan,Chelsea,Private room,95,1,2,0.1,1,0
134428157,Brooklyn,Bedford-Stuyvesant,Private room,50,5,1,0.06,7,0
16794494,Manhattan,East Village,Private room,200,2,9,0.46,1,0
122044489,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,2,39,1.91,2,130
122374980,Manhattan,Upper West Side,Shared room,60,1,90,4.35,4,77
382836,Manhattan,Hell's Kitchen,Private room,143,3,18,0.89,4,365
11908891,Brooklyn,Flatbush,Entire home/apt,97,3,2,0.1,1,0
111663504,Manhattan,Harlem,Entire home/apt,150,2,69,3.36,1,69
9554878,Manhattan,Upper East Side,Entire home/apt,589,6,9,0.49,1,4
37487997,Manhattan,Murray Hill,Entire home/apt,138,30,1,0.09,1,188
100970377,Manhattan,Harlem,Entire home/apt,200,1,3,0.15,1,0
134946389,Brooklyn,Bedford-Stuyvesant,Entire home/apt,50,2,46,2.23,5,70
8112941,Brooklyn,Bedford-Stuyvesant,Private room,65,3,40,1.99,3,70
155400834,Manhattan,Harlem,Entire home/apt,245,2,82,4.44,1,135
45658261,Brooklyn,Crown Heights,Entire home/apt,100,2,7,0.35,1,0
13081524,Brooklyn,Williamsburg,Private room,60,2,48,2.3,1,13
2545414,Brooklyn,Bushwick,Entire home/apt,89,7,10,0.51,1,11
66830803,Manhattan,Washington Heights,Private room,51,1,4,0.31,1,0
134428157,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,30,12,0.63,7,0
8621271,Brooklyn,Crown Heights,Entire home/apt,110,3,20,1.0,1,0
154346156,Manhattan,Hell's Kitchen,Entire home/apt,230,2,1,0.05,1,0
126168966,Manhattan,Hell's Kitchen,Private room,119,1,52,2.5,3,159
134428157,Brooklyn,Bedford-Stuyvesant,Private room,44,5,1,0.05,7,0
3039349,Brooklyn,Bushwick,Private room,80,1,34,1.74,1,12
59405516,Manhattan,Upper East Side,Entire home/apt,233,6,15,0.72,2,154
12762193,Manhattan,Harlem,Entire home/apt,150,2,10,0.49,1,0
50903933,Brooklyn,Flatbush,Private room,60,2,2,0.1,1,0
11452850,Brooklyn,Williamsburg,Private room,70,2,3,0.15,1,0
59405516,Manhattan,Upper East Side,Private room,75,3,11,0.82,2,62
10456843,Brooklyn,Crown Heights,Entire home/apt,109,2,22,1.17,1,1
155647922,Brooklyn,Flatbush,Private room,65,3,74,3.59,1,66
33106693,Manhattan,Harlem,Entire home/apt,210,5,2,0.11,3,88
121809482,Manhattan,Midtown,Private room,145,1,25,1.27,2,0
55858529,Brooklyn,Bedford-Stuyvesant,Private room,40,2,101,4.89,3,8
21341524,Manhattan,East Harlem,Entire home/apt,180,2,3,0.16,1,41
155691570,Queens,East Elmhurst,Private room,40,1,76,3.68,5,0
154128335,Queens,Jamaica,Private room,40,1,119,5.8,4,229
7390361,Manhattan,Chelsea,Entire home/apt,128,6,6,0.3,1,0
3000089,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,8,16,0.81,1,6
6945444,Manhattan,Harlem,Entire home/apt,173,2,62,3.44,1,92
1285768,Brooklyn,Greenpoint,Entire home/apt,150,10,2,0.11,1,41
2350011,Brooklyn,Clinton Hill,Entire home/apt,200,10,5,0.24,1,0
155791040,Queens,Queens Village,Entire home/apt,98,1,64,3.45,1,356
62888101,Brooklyn,Red Hook,Private room,69,1,32,1.73,1,86
45697749,Brooklyn,Bedford-Stuyvesant,Entire home/apt,142,6,4,0.2,2,0
8687478,Manhattan,Harlem,Entire home/apt,180,5,1,0.05,1,0
3249409,Brooklyn,Williamsburg,Entire home/apt,150,4,45,2.18,1,13
155810605,Manhattan,East Harlem,Private room,100,2,83,4.08,2,40
10525934,Brooklyn,Gowanus,Entire home/apt,125,2,13,0.64,1,0
9427815,Brooklyn,Williamsburg,Entire home/apt,175,2,1,0.05,1,0
145285876,Brooklyn,Williamsburg,Private room,66,2,3,0.15,2,0
13878635,Manhattan,Hell's Kitchen,Private room,150,1,9,0.44,2,88
916804,Manhattan,Harlem,Private room,79,2,83,4.14,1,26
145285876,Brooklyn,Williamsburg,Private room,66,2,1,0.05,2,0
24020292,Brooklyn,Bushwick,Private room,85,1,89,4.35,4,58
5057804,Manhattan,Morningside Heights,Entire home/apt,125,3,16,0.79,1,25
155885449,Brooklyn,Park Slope,Entire home/apt,105,7,7,0.36,1,0
61696564,Manhattan,Greenwich Village,Shared room,56,35,1,0.05,2,0
115228513,Manhattan,Upper West Side,Private room,129,1,83,4.0,2,365
1358567,Manhattan,Chelsea,Entire home/apt,180,3,6,0.42,1,20
16301391,Manhattan,Midtown,Private room,130,1,9,0.44,1,0
155923396,Brooklyn,Bushwick,Private room,35,2,22,1.89,3,29
155923396,Brooklyn,Bushwick,Private room,25,2,35,1.8,3,3
17592183,Manhattan,Upper East Side,Entire home/apt,150,5,1,0.05,1,0
92183983,Brooklyn,Greenpoint,Entire home/apt,120,5,17,0.83,1,0
14278133,Brooklyn,Williamsburg,Private room,60,2,7,0.34,3,0
114975592,Queens,Springfield Gardens,Private room,90,1,2,0.14,4,84
2823757,Brooklyn,Williamsburg,Entire home/apt,109,2,4,0.36,1,0
31154454,Manhattan,Kips Bay,Private room,70,1,119,5.78,2,3
15894157,Manhattan,East Village,Entire home/apt,145,3,27,1.33,1,7
51547093,Manhattan,Lower East Side,Entire home/apt,225,4,1,0.05,2,0
2628354,Manhattan,Upper West Side,Entire home/apt,200,30,5,0.25,1,0
18996093,Queens,Douglaston,Private room,40,1,9,0.49,5,252
2015914,Brooklyn,Bushwick,Private room,75,3,2,1.2,8,365
117365574,Manhattan,Chelsea,Private room,85,1,113,5.5,5,292
6243641,Brooklyn,DUMBO,Entire home/apt,145,2,1,0.05,1,0
12216173,Manhattan,Harlem,Entire home/apt,150,1,21,1.14,1,2
6357428,Brooklyn,Crown Heights,Entire home/apt,100,2,3,0.15,1,0
16445934,Queens,Long Island City,Entire home/apt,100,4,2,0.19,1,0
155990761,Brooklyn,Bushwick,Private room,42,2,35,1.69,1,0
1607289,Manhattan,Upper East Side,Entire home/apt,299,2,1,0.05,1,0
66234873,Brooklyn,Bedford-Stuyvesant,Private room,50,5,62,3.58,1,12
22541573,Manhattan,Upper East Side,Entire home/apt,200,30,1,0.07,87,364
156047478,Manhattan,Harlem,Entire home/apt,105,30,5,0.28,2,195
134419840,Brooklyn,Bushwick,Private room,60,30,5,0.24,1,141
156060717,Manhattan,Harlem,Entire home/apt,175,3,33,1.61,1,1
156066689,Bronx,Concourse,Entire home/apt,114,2,79,3.88,1,283
67072838,Manhattan,Midtown,Entire home/apt,160,4,48,2.44,1,327
16572580,Brooklyn,Williamsburg,Private room,184,2,1,0.05,2,0
142053,Manhattan,Hell's Kitchen,Shared room,299,2,37,1.8,5,188
87236554,Manhattan,East Village,Private room,103,1,39,2.0,1,0
156081840,Manhattan,Upper East Side,Entire home/apt,225,2,7,0.37,1,0
154741428,Manhattan,Harlem,Entire home/apt,249,3,3,0.21,1,0
152622375,Brooklyn,East New York,Entire home/apt,75,2,27,1.42,2,151
26138840,Manhattan,Murray Hill,Entire home/apt,175,2,1,0.05,1,0
18218495,Brooklyn,Williamsburg,Private room,58,2,11,0.73,1,88
105340458,Manhattan,Lower East Side,Entire home/apt,250,5,8,0.43,1,0
26749889,Manhattan,Chinatown,Entire home/apt,110,5,4,0.19,1,0
19708200,Brooklyn,Canarsie,Entire home/apt,65,3,65,3.19,3,305
2230419,Brooklyn,Prospect-Lefferts Gardens,Private room,80,1,27,1.66,1,0
